; Additional mappings into pw headwords
; hw <space> ptr(s)
; ----------------------------------------------------------
; 02-16-2020.   Additional pointers for prefixed verb forms  mapping into verbs.
akz	nirakz,samakz
man	apaman
man	aBiman
man	avaman
man	aByavaman
man	Aman
man	pratyAman
man	samAman
man	upaman
man	niman
man	pariman
man	praman
man	aBipraman
man	pratiman
man	viman
man	samman
man	anusamman
man	aBisamman
manasy	aBimanasy
manasy	aBimanasya
mantray	anumantray
mantray	anumantr
mantray	aBimantray
mantray	aBimantr
mantray	samaBimantray
mantray	samaBimantr
mantray	Amantray
mantray	Amantr
mantray	udAmantray
mantray	udAmantr
mantray	upAmantray
mantray	upAmantr
mantray	samAmantray
mantray	samAmantr
mantray	upamantray
mantray	upamantr
mantray	aByupamantray
mantray	aByupamantr
mantray	nimantray
mantray	nimantr
mantray	aBinimantray
mantray	aBinimantr
mantray	upanimantray
mantray	upanimantr
mantray	saMnimantray
mantray	saMnimantr
mantray	parimantray
mantray	parimantr
mantray	pratimantray
mantray	pratimantr
mantray	sammantray
mantray	sammantr
mar	anumar
mar	anumf
mar	aBimar
mar	aBimf
mar	Amar
mar	Amf
mar	upamar
mar	upamf
mar	parimar
mar	parimf
mar	pramar
mar	pramf
mar	nimar
mar	nimf
mar	aBipramar
mar	aBipramf
mar	vimar
mar	vimf
marC	aBimarC
marC	aBimfC
marj	anumarj
marj	anumfj
marj	apamarj
marj	apamfj
marj	aBimarj
marj	aBimfj
marj	Amarj
marj	Amfj
marj	apAmarj
marj	apAmfj
marj	vyAmarj
marj	vyAmfj
marj	udmarj
marj	udmfj
marj	samudmarj
marj	samudmfj
marj	upamarj
marj	upamfj
marj	nimarj
marj	nimfj
marj	nirmarj
marj	nirmfj
marj	parAmarj
marj	parAmfj
marj	pramarj
marj	pramfj
marj	vipramarj
marj	vipramfj
marj	pratimarj
marj	pratimfj
marj	vimarj
marj	vimfj
marj	anuvimarj
marj	anuvimfj
marj	aBivimarj
marj	aBivimfj
marj	saMmarj
marj	saMmfj
marq	pramarq
marq	pramfq
mard	atimard
mard	atimfd
mard	apamard
mard	apamfd
mard	aBimard
mard	aBimfd
mard	avamard
mard	avamfd
mard	Amard
mard	Amfd
mard	aByAmard
mard	aByAmfd
mard	vyAmard
mard	vyAmfd
mard	udmard
mard	udmfd
mard	upamard
mard	upamfd
mard	nimard
mard	nimfd
mard	parAmard
mard	parAmfd
mard	parimard
mard	parimfd
mard	pramard
mard	pramfd
mard	sampramard
mard	sampramfd
mard	pratimard
mard	pratimfd
mard	vimard
mard	vimfd
mard	saMvimard
mard	saMvimfd
marD	parimarD
marD	parimfD
marD	vimarD
marD	vimfD
marD	sammarD
marD	sammfD
marS	atimarS
marS	atimfS
marS	vyatimarS
marS	vyatimfS
marS	aByaDimarS
marS	aByaDimfS
marS	anumarS
marS	anumfS
marS	apamarS
marS	apamfS
marS	aBimarS
marS	aBimfS
marS	pratyaBimarS
marS	pratyaBimfS
marS	avamarS
marS	avamfS
marS	anvavamarS
marS	anvavamfS
marS	pratyavamarS
marS	pratyavamfS
marS	samavamarS
marS	samavamfS
marS	AmarS
marS	AmfS
marS	udmarS
marS	udmfS
marS	parAmarS
marS	parAmfS
marS	anuparAmarS
marS	anuparAmfS
marS	upopamarS
marS	upopamfS
marS	pratiparAmarS
marS	pratiparAmfS
marS	parimarS
marS	parimfS
marS	aBipramarS
marS	aBipramfS
marS	pratimarS
marS	pratimfS
marS	vimarS
marS	vimfS
marS	anuvimarS
marS	anuvimfS
marS	pravimarS
marS	pravimfS
marS	sammarS
marS	sammfS
marS	aBisammarS
marS	aBisammfS
marz	apamarz
marz	apamfz
marz	apimarz
marz	apimfz
marz	Amarz
marz	Amfz
marz	upamarz
marz	upamfz
marz	parimarz
marz	parimfz
marz	pramarz
marz	pramfz
marz	vimarz
marz	vimfz
mah	Amah
mah	sammah
mA	anumA
mA	apamA
mA	aBimA
mA	avamA
mA	udmA
mA	upamA
mA	nimA
mA	pariRimA
mA	aBinirmA
mA	parinirmA
mA	vinirmA
mA	pravinirmA
mA	saMnirmA
mA	parimA
mA	pramA
mA	pratimA
mA	vimA
mA	sammA
mA	AmA
mA	vinimA
mArg	anumArg
mArg	parimArg
mArg	saMparimArg
mArg	pratimArg
mi	anumi
mi	udmi
mi	upami
mi	nimi
mi	praRimi
mi	aBinirmi
mi	parimi
mi	prami
mi	pratimi
mi	vimi
mi	sammi
mi	Ami
mi	parAmi
mikz	Amikz
mikz	sammikz
miT	aBimiT
miT	pratyaBimiT
mid	atimid
mid	anumid
mid	pramid
mil	parimil
mil	sammil
mil	aBisammil
miSray	vyatimiSray
miSray	vyatimiSr
miSray	anumiSray
miSray	anumiSr
miSray	vyAmiSray
miSray	vyAmiSr
miSray	vimiSray
miSray	vimiSr
miSray	sammiSray
miSray	sammiSr
miSray	pratisammiSray
miSray	pratisammiSr
miz	udmiz
miz	prodmiz
miz	pratyudmiz
miz	samudmiz
miz	nimiz
mih	atimih
mih	aBimih
mih	avamih
mih	upamih
mih	nimih
mih	parimih
mih	pramih
mih	pratimih
mih	sammih
mI	anumI
mI	AmI
mI	udamI
mI	pramI
mIl	anumIl
mIl	aBimIl
mIl	AmIl
mIl	vyAmIl
mIl	udmIl
mIl	prodmIl
mIl	samudmIl
mIl	nimIl
mIl	vinimIl
mIl	saMnimIl
mIl	pramIl
mIl	saMmIl
mIl	aBisammIl
mIv	AmIv
mIv	nimIv
mIv	pramIv
mIv	pratimIv
muc	atimuc
muc	aDimuc
muc	vyapamuc
muc	aBimuc
muc	avamuc
muc	vyavamuc
muc	Amuc
muc	paryAmuc
muc	vyAmuc
muc	udmuc
muc	prodmuc
muc	samudmuc
muc	upamuc
muc	nirmuc
muc	aDinirmuc
muc	aBinirmuc
muc	vinirmuc
muc	parimuc
muc	viparimuc
muc	pramuc
muc	anupramuc
muc	paripramuc
muc	pratipramuc
muc	vipramuc
muc	sampramuc
muc	pratimuc
muc	sampratimuc
muc	vimuc
muc	pravimuc
muc	sammuc
muw	avamuw
muw	udmuw
muw	parimuw
muw	pratimuw
mud	anumud
mud	aByanumud
mud	aBimud
mud	Amud
mud	udmud
mud	saMparimud
mud	pramud
mud	anupramud
mud	sampramud
mud	pratimud
mud	sammud
mudray	udmudray
mudray	udmudraya
mudray	parimudray
mudray	parimudraya
mudray	vimudray
mudray	vimudraya
muz	avamuz
muz	Amuz
muz	udmuz
muz	nirmuz
muz	parimuz
muz	pramuz
muz	sampramuz
muz	vimuz
muz	sammuz
muzAy	AmuzAy
muzAy	AmuzAya
muzAy	pramuzAy
muzAy	pramuzAya
muh	atimuh
muh	vyatimuh
muh	anumuh
muh	aBimuh
muh	vyAmuh
muh	udmuh
muh	nirmuh
muh	vinirmuh
muh	parimuh
muh	pramuh
muh	vipramuh
muh	sampramuh
muh	pratimuh
muh	vimuh
muh	sammuh
muh	aBisammuh
muh	visammuh
mUtray	avamUtray
mUtray	avamUtraya
mUtray	pramUtray
mUtray	pramUtraya
mUtray	sammUtray
mUtray	sammUtraya
mUrC	aBimUrC
mUrC	avamUrC
mUrC	udmUrC
mUrC	prodmUrC
mUrC	pramUrC
mUrC	vimUrC
mUrC	sammUrC
mUrC	aBisammUrC
mfgay	parimfgay
mfgay	parimfg
mfgay	pramfgay
mfgay	pramfg
mfgay	vimfgay
mfgay	vimfg
mfR	AmfR
mfR	pramfR
mokzay	Amokzay
mokzay	Amokz
mokzay	parimokzay
mokzay	parimokz
mokzay	pramokzay
mokzay	pramokz
mokzay	sampramokzay
mokzay	sampramokz
mokzay	pratimokzay
mokzay	pratimokz
mokzay	vimokzay
mokzay	vimokz
mokzay	sammokzay
mokzay	sammokz
mnA	AmnA
mnA	pratyAmnA
mnA	samAmnA
myakz	apamyakz
myakz	Amyakz
myakz	nimyakz
myakz	parAmyakz
myakz	sammyakz
mrakz	aBimrakz
mrakz	nimrakz
mrakz	sammrakz
mrad	pramrad
mrad	vimrad
mrit	nirmrit
mrit	vimrit
mrit	nimrit
mrit	aBinimrit
mreq	Amreq
mreq	upanimreq
mlA	aBimlA
mlA	aBimlE
mlA	AmlA
mlA	AmlE
mlA	parimlA
mlA	parimlE
mlA	viparimlA
mlA	viparimlE
mlA	pramlA
mlA	pramlE
mlA	vimlA
mlA	vimlE
mluc	anumluc
mluc	apamluc
mluc	upamluc
mluc	nimluc
mluc	aBinimluc
mluc	pramluc
yaj	atiyaj
yaj	anuyaj
yaj	apayaj
yaj	aBiyaj
yaj	avayaj
yaj	niravayaj
yaj	Ayaj
yaj	samAyaj
yaj	upayaj
yaj	atyupayaj
yaj	prayaj
yaj	pratiyaj
yaj	anuprayaj
yaj	samyaj
yat	aDiyat
yat	anuyat
yat	Ayat
yat	atyAyat
yat	anvAyat
yat	vyAyat
yat	samAyat
yat	upayat
yat	niyat
yat	nisyat
yat	pratinisyat
yat	pariyat
yat	prayat
yat	samprayat
yat	pratiyat
yat	viyat
yat	aDiviyat
yat	samyat
yat	aBisamyat
yat	pratisamyat
yantray	upayantray
yantray	upayantr
yantray	niyantray
yantray	niyantr
yantray	samyantray
yantray	samyantr
yaB	prayaB
yam	aDiyam
yam	anuyam
yam	antaryam
yam	Ayam
yam	apAyam
yam	aByAyam
yam	udAyam
yam	upAyam
yam	nirAyam
yam	paryAyam
yam	vyAyam
yam	samAyam
yam	aBisamAyam
yam	udyam
yam	aByudyam
yam	upodyam
yam	prodyam
yam	pratyudyam
yam	samudyam
yam	upayam
yam	niyam
yam	pratiniyam
yam	viniyam
yam	saMniyam
yam	nisyam
yam	pariyam
yam	prayam
yam	atiprayam
yam	anuprayam
yam	Aprayam
yam	upaprayam
yam	pratiprayam
yam	samprayam
yam	pratiyam
yam	viyam
yam	samyam
yam	aBisamyam
yas	avayas
yas	Ayas
yas	samAyas
yas	udyas
yas	niyas
yas	nisyas
yas	prayas
yas	samprayas
yas	samyas
yA	acCayA
yA	atiyA
yA	vyatiyA
yA	samatiyA
yA	aDiyA
yA	anuyA
yA	antaryA
yA	apayA
yA	aByapayA
yA	vyApayA
yA	pratyapayA
yA	vyapayA
yA	apiyA
yA	aBiyA
yA	pratyaBiyA
yA	samaBiyA
yA	avayA
yA	AyA
yA	atyAyA
yA	anvAyA
yA	aByAyA
yA	udAyA
yA	upAyA
yA	aByupAyA
yA	samupAyA
yA	paryAyA
yA	anuparyAyA
yA	prAyA
yA	pratyAyA
yA	samAyA
yA	aBisamAyA
yA	udyA
yA	aByudyA
yA	pratyudyA
yA	samudyA
yA	upayA
yA	aByupayA
yA	upopayA
yA	pratyupayA
yA	samupayA
yA	niyA
yA	pariRiyA
yA	praRiyA
yA	nisyA
yA	aBinisyA
yA	pratinisyA
yA	vinisyA
yA	parAyA
yA	pariyA
yA	anupariyA
yA	prayA
yA	anuprayA
yA	samanuprayA
yA	aBiprayA
yA	upaprayA
yA	pariprayA
yA	pratiprayA
yA	viprayA
yA	samprayA
yA	anusamprayA
yA	aBisamprayA
yA	upasamprayA
yA	pratiyA
yA	viyA
yA	aBiviyA
yA	samyA
yA	anusamyA
yA	aBisamyA
yA	upasamyA
yA	pratisamyA
yAc	anuyAc
yAc	pratyanuyAc
yAc	aBiyAc
yAc	samaBiyAc
yAc	AyAc
yAc	upayAc
yAc	nisyAc
yAc	prayAc
yAc	samprayAc
yu	vyatiyu
yu	anuyu
yu	aBiyu
yu	Ayu
yu	aByAyu
yu	udAyu
yu	paryAyu
yu	samAyu
yu	udyu
yu	niyu
yu	pariyu
yu	prayu
yu	pratiprayu
yu	pratiyu
yu	viyu
yu	praviyu
yu	samyu
yu	apayu
yu	nisyu
yuC	nirAyuC
yuC	prayuC
yuj	aDiyuj
yuj	anuyuj
yuj	aByanuyuj
yuj	samanuyuj
yuj	apayuj
yuj	aBiyuj
yuj	pratyaBiyuj
yuj	Ayuj
yuj	aByAyuj
yuj	upAyuj
yuj	samupAyuj
yuj	vyAyuj
yuj	samAyuj
yuj	aBisamAyuj
yuj	udyuj
yuj	samudyuj
yuj	upayuj
yuj	paryupayuj
yuj	vyupayuj
yuj	samupayuj
yuj	niyuj
yuj	anuniyuj
yuj	upaniyuj
yuj	viniyuj
yuj	saMniyuj
yuj	nisyuj
yuj	prayuj
yuj	atiprayuj
yuj	anuprayuj
yuj	aBiprayuj
yuj	pratiprayuj
yuj	samprayuj
yuj	pratiyuj
yuj	viyuj
yuj	samyuj
yuj	anusamyuj
yuj	aBisamyuj
yuj	upasamyuj
yuj	visamyuj
yuD	anuyuD
yuD	aBiyuD
yuD	AyuD
yuD	prAyuD
yuD	udyuD
yuD	niyuD
yuD	prayuD
yuD	samprayuD
yuD	pratiyuD
yuD	samyuD
yuD	pratisamyuD
yup	Ayup
yez	nisyez
rakz	aDirakz
rakz	anurakz
rakz	aBirakz
rakz	samaBirakz
rakz	avarakz
rakz	Arakz
rakz	uparakz
rakz	pranirakz
rakz	parirakz
rakz	saMparirakz
rakz	prarakz
rakz	pratirakz
rakz	virakz
rakz	saMrakz
rac	Arac
rac	uparac
rac	samuparac
rac	virac
raj	anuraj
raj	anuraYj
raj	aparaj
raj	aparaYj
raj	aBiraj
raj	aBiraYj
raj	samaBiraj
raj	samaBiraYj
raj	udraj
raj	udraYj
raj	uparaj
raj	uparaYj
raj	pratiraj
raj	pratiraYj
raj	viraj
raj	viraYj
raj	saMraj
raj	saMraYj
raj	anusaMraj
raj	anusaMraYj
raj	aBisaMraj
raj	aBisaMraYj
raYj	aBiraYj
raYj	AraYj
raYj	niraYj
raYj	praraYj
raYj	saMraYj
raw	Araw
raw	pariraw
rad	prarad
rad	virad
raD	uparaD
raD	niraD
raD	pariraD
ran	niran
ran	viran
rap	Arap
rap	parirap
rap	prarap
rap	pratirap
rapS	prarapS
rapS	virapS
raB	aBiraB
raB	AraB
raB	anvAraB
raB	vyanvAraB
raB	samanvAraB
raB	aByAraB
raB	samupAraB
raB	prAraB
raB	vyAraB
raB	samAraB
raB	anusamAraB
raB	upasamAraB
raB	pariraB
raB	saMpariraB
raB	saMraB
raB	anusaMraB
raB	aBisaMraB
raB	pratisaMraB
ram	atiram
ram	anuram
ram	aparam
ram	aBiram
ram	avaram
ram	upAvaram
ram	Aram
ram	upAram
ram	vyupAram
ram	samAram
ram	udram
ram	uparam
ram	vyuparam
ram	niram
ram	pariram
ram	pratiram
ram	viram
ram	praviram
ram	saMram
ramb	avaramb
ramb	Aramb
ramB	uparamB
ras	anuras
ras	aBiras
ras	Aras
ras	niras
ras	pratiras
ras	viras
rah	virah
rA	vyatirA
rA	saMrA
rA	aBirA
rAj	atirAj
rAj	anurAj
rAj	aparAj
rAj	aBirAj
rAj	uparAj
rAj	nisrAj
rAj	parirAj
rAj	pratirAj
rAj	virAj
rAj	ativirAj
rAj	aDivirAj
rAj	anuvirAj
rAj	aBivirAj
rAj	saMvirAj
rAj	saMrAj
rAD	anurAD
rAD	aparAD
rAD	aBirAD
rAD	avarAD
rAD	ArAD
rAD	upArAD
rAD	samArAD
rAD	uparAD
rAD	prarAD
rAD	pratirAD
rAD	virAD
rAD	saMrAD
rAD	aBisaMrAD
rAs	parirAs
ri	anuri
ri	Ari
ri	niri
ri	nisri
ri	prari
ri	viri
ri	saMri
riK	AriK
ric	atiric
ric	atyatiric
ric	aByatiric
ric	vyatiric
ric	anuric
ric	Aric
ric	udric
ric	samudric
ric	niric
ric	praric
ric	viric
rip	apirip
riP	vyapariP
riP	avariP
riP	AriP
riP	viriP
riB	aBiriB
riB	viriB
riS	AriS
riS	viriS
riz	anuriz
riz	Ariz
rih	Arih
rih	paririh
rih	pratirih
rih	saMrih
ru	anuru
ru	aBiru
ru	Aru
ru	uparu
ru	praru
ru	pratiru
ru	viru
ru	saMru
ruc	atiruc
ruc	anuruc
ruc	aBiruc
ruc	avaruc
ruc	Aruc
ruc	udruc
ruc	uparuc
ruc	nisruc
ruc	pariruc
ruc	praruc
ruc	sampraruc
ruc	pratiruc
ruc	viruc
ruc	ativiruc
ruc	aBiviruc
ruc	saMruc
ruj	aBiruj
ruj	avaruj
ruj	Aruj
ruj	samAruj
ruj	udruj
ruj	samuparuj
ruj	pariruj
ruj	praruj
ruj	viruj
ruj	saMruj
rud	anurud
rud	aBirud
rud	avarud
rud	upArud
rud	uparud
rud	nirud
rud	prarud
rud	virud
rud	saMrud
ruD	avaruD
ruD	udruD
ruD	praruD
ruD	viruD
ruD	anuruD
ruD	aparuD
ruD	vyaparuD
ruD	aBiruD
ruD	avAvaruD
ruD	paryavaruD
ruD	pratyavaruD
ruD	samavaruD
ruD	AruD
ruD	samAruD
ruD	uparuD
ruD	pratyuparuD
ruD	samuparuD
ruD	niruD
ruD	upaniruD
ruD	saMniruD
ruD	pariruD
ruD	sampraruD
ruD	pratiruD
ruD	prativiruD
ruD	saMruD
ruD	atisaMruD
ruD	aBisaMruD
ruD	upasaMruD
ruD	pratisaMruD
rup	Arup
ruz	aBiruz
ruz	Aruz
ruz	sampraruz
ruz	viruz
ruz	saMruz
ruh	atiruh
ruh	vyatiruh
ruh	aDiruh
ruh	anvaDiruh
ruh	upADiruh
ruh	samaDiruh
ruh	anuruh
ruh	vyaparuh
ruh	apiruh
ruh	samapiruh
ruh	aBiruh
ruh	samaBiruh
ruh	avaruh
ruh	aDyavaruh
ruh	anvavaruh
ruh	aByavaruh
ruh	upAvaruh
ruh	pratyavaruh
ruh	aBipratyavaruh
ruh	vyavaruh
ruh	Aruh
ruh	atyAruh
ruh	aDyAruh
ruh	anvAruh
ruh	upAnvAruh
ruh	samanvAruh
ruh	aByAruh
ruh	avAruh
ruh	udAruh
ruh	upAruh
ruh	samupAruh
ruh	paryAruh
ruh	prAruh
ruh	pratyAruh
ruh	samAruh
ruh	anusamAruh
ruh	aBisamAruh
ruh	uparuh
ruh	niruh
ruh	nisruh
ruh	praruh
ruh	anupraruh
ruh	aBipraruh
ruh	pratiruh
ruh	viruh
ruh	saMruh
ruh	upasaMruh
rUkzay	virUkzay
rUkzay	virUkz
rUpay	nirUpay
rUpay	nirUp
rUpay	prarUpay
rUpay	prarUp
rUpay	virUpay
rUpay	virUp
rUz	saMrUz
rej	prarej
rej	saMrej
lakzay	atilakzay
lakzay	atilakz
lakzay	anulakzay
lakzay	anulakz
lakzay	aBilakzay
lakzay	aBilakz
lakzay	Alakzay
lakzay	Alakz
lakzay	upAlakzay
lakzay	upAlakz
lakzay	samAlakzay
lakzay	samAlakz
lakzay	upalakzay
lakzay	upalakz
lakzay	aByupalakzay
lakzay	aByupalakz
lakzay	samupalakzay
lakzay	samupalakz
lakzay	sampratilakzay
lakzay	sampratilakz
lakzay	vilakzay
lakzay	vilakz
lakzay	saMlakzay
lakzay	saMlakz
lag	anulag
lag	avalag
lag	Alag
lag	samAlag
lag	parilag
lag	vilag
lag	saMlag
laNg	vilaNg
laNG	atilaNG
laNG	aBilaNG
laNG	avalaNG
laNG	AlaNG
laNG	udlaNG
laNG	samudlaNG
laNG	parilaNG
laNG	pratilaNG
laNG	vilaNG
laNG	ativilaNG
laNG	saMvilaNG
laNG	saMlaNG
lajj	aDilajj
lajj	vilajj
lajj	saMlajj
lap	anulap
lap	apalap
lap	aBilap
lap	Alap
lap	upAlap
lap	samAlap
lap	udlap
lap	samudlap
lap	pralap
lap	vipralap
lap	sampralap
lap	vilap
lap	pravilap
lap	saMlap
laB	anulaB
laB	aBilaB
laB	AlaB
laB	anvAlaB
laB	upAlaB
laB	paryAlaB
laB	pratyAlaB
laB	samAlaB
laB	upalaB
laB	pratyupalaB
laB	samupalaB
laB	parilaB
laB	pralaB
laB	vipralaB
laB	pratilaB
laB	vilaB
laB	pravilaB
laB	saMlaB
lamb	avalamb
lamb	vyavalamb
lamb	samavalamb
lamb	Alamb
lamb	aDyAlamb
lamb	apAlamb
lamb	vyAlamb
lamb	samAlamb
lamb	udlamb
lamb	samudlamb
lamb	parilamb
lamb	pralamb
lamb	aBipralamb
lamb	pratilamb
lamb	vilamb
lamb	pravilamb
lal	anulal
lal	upAlal
lal	udlal
lal	upalal
lal	vilal
lal	saMlal
laz	apalaz
laz	aBilaz
laz	samaBilaz
las	anulas
las	aBilas
las	udlas
las	atyudlas
las	aByudlas
las	paryudlas
las	pratyudlas
las	prodlas
las	samudlas
las	upalas
las	parilas
las	vilas
las	pravilas
lA	AlA
lAYC	nislAYC
liK	apaliK
liK	aBiliK
liK	avaliK
liK	vyavaliK
liK	AliK
liK	vyAliK
liK	samAliK
liK	udliK
liK	prodliK
liK	samudliK
liK	upaliK
liK	nisliK
liK	vinisliK
liK	pariliK
liK	vipariliK
liK	praliK
liK	pratiliK
liK	viliK
liK	saMliK
liKApay	viliKApay
liKApay	viliK
liNgay	udliNgay
liNgay	udliNg
lip	anulip
lip	aBilip
lip	avalip
lip	Alip
lip	samAlip
lip	upalip
lip	paryupalip
lip	nilip
lip	parilip
lip	pralip
lip	vilip
lip	pravilip
lip	saMlip
liS	AliS
liS	viliS
lih	avalih
lih	Alih
lih	pratyAlih
lih	udlih
lih	upalih
lih	nislih
lih	parilih
lih	pralih
lih	pratilih
lih	vilih
lih	saMlih
lih	parisaMlih
lI	anulI
lI	apalI
lI	aBilI
lI	avalI
lI	vyavalI
lI	samavalI
lI	AlI
lI	pratyAlI
lI	upalI
lI	nilI
lI	apanilI
lI	aBinilI
lI	saMnilI
lI	pralI
lI	vipralI
lI	sampralI
lI	pratilI
lI	vilI
lI	anuvilI
lI	aBivilI
lI	pravilI
lI	sampravilI
lI	saMlI
lI	pratisaMlI
luYc	avaluYc
luYc	AluYc
luYc	udluYc
luYc	nisluYc
luYc	viluYc
luW	aDiluW
luW	aBiluW
luW	udluW
luW	nisluW
luW	parinisluW
luW	pariluW
luW	praluW
luW	viluW
luq	avaluq
luq	Aluq
luq	vyAluq
luq	samAluq
luq	nisluq
luq	pariluq
luq	vipraluq
luq	pratiluq
luq	viluq
luq	ativiluq
luq	saMluq
luRw	nisluRw
luRw	viluRw
luRW	udluRW
luRW	nisluRW
luRW	viluRW
lup	apalup
lup	aBilup
lup	avalup
lup	anvavalup
lup	samavalup
lup	Alup
lup	vyAlup
lup	udlup
lup	samudlup
lup	nilup
lup	nislup
lup	parilup
lup	viparilup
lup	pralup
lup	vipralup
lup	sampralup
lup	vilup
lup	pravilup
lup	saMlup
luB	anuluB
luB	aBiluB
luB	avaluB
luB	AluB
luB	upaluB
luB	pariluB
luB	praluB
luB	upapraluB
luB	vipraluB
luB	sampraluB
luB	pratiluB
luB	viluB
luB	saMluB
lul	aBilul
lul	Alul
lul	udlul
lul	vilul
lul	saMlul
lU	vyatilU
lU	aBilU
lU	avalU
lU	AlU
lU	nyAlU
lU	vyAlU
lU	udlU
lU	nislU
lU	parilU
lU	pralU
lU	vipralU
lU	vilU
lok	aBilok
lok	avalok
lok	samavalok
lok	Alok
lok	prAlok
lok	samAlok
lok	udlok
lok	parilok
lok	vilok
lok	pravilok
lok	saMlok
loc	Aloc
loc	anvAloc
loc	avAloc
loc	paryAloc
loc	samAloc
loc	udloc
loc	nisloc
loc	viloc
vakz	ativakz
vac	acCavac
vac	ativac
vac	aDivac
vac	anuvac
vac	aByanuvac
vac	apavac
vac	aBivac
vac	Avac
vac	udvac
vac	upavac
vac	nivac
vac	nisvac
vac	parAvac
vac	parivac
vac	pravac
vac	anupravac
vac	paripravac
vac	pratipravac
vac	sampravac
vac	prativac
vac	vivac
vac	saMvac
vaYc	acCavaYc
vaYc	anuvaYc
vaYc	aBivaYc
vaYc	AvaYc
vaYc	udvaYc
vaYc	upavaYc
vaYc	nisvaYc
vaYc	parivaYc
vaYc	pravaYc
vaYc	saMvaYc
vad	acCavad
vad	ativad
vad	aByativad
vad	aDivad
vad	anuvad
vad	aByanuvad
vad	apavad
vad	aBivad
vad	pratyaBivad
vad	samaBivad
vad	avavad
vad	vyavavad
vad	Avad
vad	samAvad
vad	udvad
vad	pratyudvad
vad	upavad
vad	pratyupavad
vad	nivad
vad	nisvad
vad	aBinisvad
vad	parAvad
vad	aBiparAvad
vad	parivad
vad	pravad
vad	anupravad
vad	aBipravad
vad	upapravad
vad	vipravad
vad	sampravad
vad	prativad
vad	vivad
vad	prativivad
vad	saMvad
vad	upasaMvad
vad	parisaMvad
vad	pratisaMvad
vad	visaMvad
vaD	apavaD
vaD	aBivaD
vaD	samaBivaD
vaD	AvaD
vaD	udvaD
vaD	upavaD
vaD	nivaD
vaD	nisvaD
vaD	parAvaD
vaD	pravaD
vaD	prativaD
vaD	vivaD
van	apivan
van	aBivan
van	Avan
van	nivan
van	pravan
van	saMvan
vand	anuvand
vand	aBivand
vand	parivand
vand	pravand
vand	prativand
vand	saMvand
vap	parivap
vap	pravap
vap	anupravap
vap	vivap
vap	aDivap
vap	anuvap
vap	apavap
vap	apivap
vap	aBivap
vap	Avap
vap	aDyAvap
vap	anvAvap
vap	paryAvap
vap	pratyAvap
vap	vyAvap
vap	samAvap
vap	udvap
vap	upavap
vap	nivap
vap	upanivap
vap	parinivap
vap	saMnivap
vap	nisvap
vap	anunisvap
vap	aBinisvap
vap	parinisvap
vap	pratinisvap
vap	vinisvap
vap	saMnisvap
vap	parAvap
vap	prativap
vap	saMvap
vam	aBivam
vam	Avam
vam	udvam
vam	samudvam
vam	nisvam
vam	vinisvam
vam	parAvam
var	anuvar
var	anuvf
var	apavar
var	apavf
var	apivar
var	apivf
var	aBivar
var	aBivf
var	Avar
var	Avf
var	apAvar
var	apAvf
var	upAvar
var	upAvf
var	samupAvar
var	samupAvf
var	paryAvar
var	paryAvf
var	prAvar
var	prAvf
var	saMprAvar
var	saMprAvf
var	vyAvar
var	vyAvf
var	samAvar
var	samAvf
var	udvar
var	udvf
var	nivar
var	nivf
var	upanivar
var	upanivf
var	pratinivar
var	pratinivf
var	vinivar
var	vinivf
var	saMnivar
var	saMnivf
var	nisvar
var	nisvf
var	parinisvar
var	parinisvf
var	parivar
var	parivf
var	aBiparivar
var	aBiparivf
var	saMparivar
var	saMparivf
var	pravar
var	pravf
var	prativar
var	prativf
var	vivar
var	vivf
var	saMvar
var	saMvf
var	aBisaMvar
var	aBisaMvf
var	samaBisaMvar
var	samaBisaMvf
var	parisaMvar
var	parisaMvf
varj	aDivarj
varj	aDivfj
varj	anuvarj
varj	anuvfj
varj	apavarj
varj	apavfj
varj	vyapavarj
varj	vyapavfj
varj	samapavarj
varj	samapavfj
varj	apivarj
varj	apivfj
varj	aBivarj
varj	aBivfj
varj	avavarj
varj	avavfj
varj	Avarj
varj	Avfj
varj	apAvarj
varj	apAvfj
varj	prAvarj
varj	prAvfj
varj	vyAvarj
varj	vyAvfj
varj	parivyAvarj
varj	parivyAvfj
varj	samAvarj
varj	samAvfj
varj	udvarj
varj	udvfj
varj	nivarj
varj	nivfj
varj	anunivarj
varj	anunivfj
varj	parAvarj
varj	parAvfj
varj	parivarj
varj	parivfj
varj	saMparivarj
varj	saMparivfj
varj	pravarj
varj	pravfj
varj	anupravarj
varj	anupravfj
varj	prativarj
varj	prativfj
varj	vivarj
varj	vivfj
varj	saMvarj
varj	saMvfj
vart	acCavart
vart	acCavft
vart	ativart
vart	ativft
vart	aByativart
vart	aByativft
vart	vyativart
vart	vyativft
vart	samativart
vart	samativft
vart	aDivart
vart	aDivft
vart	anuvart
vart	anuvft
vart	samanuvart
vart	samanuvft
vart	apavart
vart	apavft
vart	vyapavart
vart	vyapavft
vart	samapavart
vart	samapavft
vart	apivart
vart	apivft
vart	aBivart
vart	aBivft
vart	samaBivart
vart	samaBivft
vart	aByavavart
vart	aByavavft
vart	nyavavart
vart	nyavavft
vart	samavavart
vart	samavavft
vart	Avart
vart	Avft
vart	anvatyAvart
vart	anvatyAvft
vart	anvAvart
vart	anvAvft
vart	apAvart
vart	apAvft
vart	aByAvart
vart	aByAvft
vart	udAvart
